,Class,Name,PA,R,HR,RBI,SB,OBP,IP,QS,SV,SO,ERA,WHIP,Total_SGPs,Dollar_Value,True_Dollar_Value
180,Hitter,Brett Gardner,509.0,67.0,17.0,57.0,10.0,0.327,x,x,x,x,x,x,7.657258027224571,10.559518680054413,8.09800674601843
181,Pitcher,German Marquez,x,x,x,x,x,x,187.0,18.0,0.0,194.0,4.18,1.26,7.622613915813999,10.532891497764117,8.06651677813
182,Hitter,Scott Kingery,605.0,65.0,19.0,69.0,15.0,0.294,x,x,x,x,x,x,7.618227850997785,10.505695252205014,8.034353821869502
183,Pitcher,Eduardo Rodriguez,x,x,x,x,x,x,193.0,19.5,0.0,201.0,4.2,1.31,7.593432934598832,10.492569357310433,8.018830812178454
184,Hitter,Brandon Nimmo,509.0,63.0,15.0,50.0,7.0,0.358,x,x,x,x,x,x,7.6038719920354545,10.485898222988812,8.010941362845163
185,Hitter,Anthony Santander,582.0,68.0,24.0,78.0,5.0,0.306,x,x,x,x,x,x,7.598176349158353,10.478043812553402,8.001652541756362
186,Hitter,Avisail Garcia,502.0,61.0,21.0,70.0,6.0,0.324,x,x,x,x,x,x,7.580256705526667,10.453332249877056,7.972428033257192
187,Hitter,Dexter Fowler,555.0,64.0,17.0,58.0,8.0,0.336,x,x,x,x,x,x,7.563129437341121,10.429713389483354,7.9444957816486435
188,Hitter,Todd Frazier,488.0,61.0,22.0,66.0,4.0,0.331,x,x,x,x,x,x,7.460692736546236,10.288451040517062,7.77743541512919
189,Hitter,Michael Chavis,534.0,67.0,24.0,74.0,3.0,0.313,x,x,x,x,x,x,7.440289310332769,10.260314289806534,7.744160194090017
190,Hitter,Miguel Andujar,531.0,67.0,23.0,77.0,3.0,0.312,x,x,x,x,x,x,7.434163776747299,10.251867051109457,7.734170279557675
191,Hitter,Luis Arraez,544.0,65.0,6.0,57.0,6.0,0.369,x,x,x,x,x,x,7.421334057848285,10.234174600901783,7.7132467480013105
192,Pitcher,Robbie Ray,x,x,x,x,x,x,174.0,16.5,0.0,214.0,4.13,1.32,7.385971855969956,10.205900629844953,7.679809246768486
193,Hitter,Jonathan Schoop,557.0,67.0,26.0,79.0,2.0,0.306,x,x,x,x,x,x,7.388691470029519,10.189159790820671,7.660011114260392
194,Pitcher,Dinelson Lamet,x,x,x,x,x,x,144.0,13.5,0.0,182.0,3.75,1.22,7.371795998805002,10.186312498128549,7.656643835121861
195,Hitter,Mike Yastrzemski,619.0,71.0,19.0,64.0,7.0,0.316,x,x,x,x,x,x,7.35938552552331,10.14874628152665,7.612217093246302
196,Hitter,Ian Happ,457.0,57.0,20.0,59.0,7.0,0.332,x,x,x,x,x,x,7.313798559220604,10.085880903276506,7.537870933716127
197,Hitter,J.P. Crawford,638.0,71.0,14.0,61.0,8.0,0.325,x,x,x,x,x,x,7.273613240380849,10.030464509647917,7.472334128626015
198,Pitcher,Sonny Gray,x,x,x,x,x,x,175.0,16.5,0.0,191.0,3.94,1.31,7.2564013813139505,10.026860766887424,7.468072252826736
199,Pitcher,Matthew Boyd,x,x,x,x,x,x,183.0,15.0,0.0,201.0,4.34,1.22,7.255950302182136,10.026237467897761,7.467335123942603
200,Hitter,Robinson Cano,565.0,67.0,20.0,74.0,1.0,0.327,x,x,x,x,x,x,7.246454051339013,9.993011420957064,7.428041174631097
201,Hitter,Jurickson Profar,529.0,59.0,18.0,63.0,7.0,0.327,x,x,x,x,x,x,7.18437458821756,9.907402545280148,7.326797989503895
202,Hitter,Ji-Man Choi,471.0,59.0,18.0,60.0,3.0,0.34700000000000003,x,x,x,x,x,x,7.130202965909627,9.832698747177004,7.2384514202812245
203,Hitter,Alex Verdugo,496.0,60.0,15.0,62.0,5.0,0.342,x,x,x,x,x,x,7.123982856691145,9.82412108670755,7.228307265717785
204,Pitcher,Corey Kluber,x,x,x,x,x,x,187.0,16.5,0.0,188.0,4.23,1.26,7.105369181260326,9.81816519429216,7.22126367924803
205,Hitter,Corey Dickerson,563.0,65.0,20.0,69.0,4.0,0.317,x,x,x,x,x,x,7.050917893546619,9.723362977154624,7.1091482199077
206,Pitcher,Edwin Diaz,x,x,x,x,x,x,65.0,0.0,31.0,98.0,2.9,1.05,7.0324658481614915,9.717427716855145,7.102129033491269
207,Hitter,Salvador Perez,550.0,66.0,27.0,82.0,2.0,0.29100000000000004,x,x,x,x,x,x,7.0456769758656455,9.716135642257965,7.100600993943878
208,Hitter,J.D. Davis,486.0,59.0,21.0,65.0,3.0,0.32899999999999996,x,x,x,x,x,x,7.044500909847101,9.714513822665673,7.098682989765839
209,Hitter,Tommy Edman,495.0,57.0,11.0,51.0,15.0,0.322,x,x,x,x,x,x,7.027441208683476,9.690988138605796,7.070860930806607
210,Pitcher,Jose Berrios,x,x,x,x,x,x,198.0,19.5,0.0,190.0,4.49,1.29,6.990055734538419,9.658825624432108,7.03282474179119
211,Pitcher,Frankie Montas,x,x,x,x,x,x,186.0,18.0,0.0,176.0,4.17,1.29,6.983783283915563,9.650158382123198,7.022574645516876
212,Pitcher,Aroldis Chapman,x,x,x,x,x,x,65.0,0.0,34.0,94.0,3.01,1.12,6.980841433689794,9.64609334753363,7.017767234530049
213,Hitter,Jason Heyward,507.0,59.0,14.0,58.0,6.0,0.342,x,x,x,x,x,x,6.9871346495790485,9.635404552121093,7.0051263992874055
214,Hitter,Adam Frazier,568.0,66.0,10.0,54.0,7.0,0.341,x,x,x,x,x,x,6.908460388193692,9.526911103188791,6.876819348780166
215,Pitcher,Josh Hader,x,x,x,x,x,x,65.0,0.0,28.0,106.0,2.95,1.04,6.876904643579911,9.502473987436947,6.847919408038332
216,Hitter,Evan Longoria,572.0,64.0,21.0,74.0,3.0,0.31,x,x,x,x,x,x,6.882278579447085,9.490805842329818,6.834120369494339
217,Hitter,Nick Madrigal,440.0,50.0,5.0,44.0,18.0,0.337,x,x,x,x,x,x,6.819031559572016,9.403586881514594,6.7309730576461515
218,Hitter,Shed Long,550.0,62.0,16.0,58.0,10.0,0.311,x,x,x,x,x,x,6.815858275936423,9.399210857132493,6.72579786239758
219,Hitter,Teoscar Hernandez,475.0,58.0,22.0,62.0,7.0,0.302,x,x,x,x,x,x,6.746599976648904,9.30370221651007,6.612846969078072
220,Pitcher,Chris Archer,x,x,x,x,x,x,180.0,15.0,0.0,196.0,4.19,1.3,6.732715820649056,9.303234560661016,6.612293907642225
221,Pitcher,Mike Soroka,x,x,x,x,x,x,189.0,18.0,0.0,165.0,4.12,1.3,6.730858911036829,9.30066869182878,6.6092594473583075
222,Hitter,Albert Pujols,513.0,62.0,22.0,73.0,2.0,0.308,x,x,x,x,x,x,6.73388496525615,9.286167950348277,6.592110509907786
223,Hitter,Isan Diaz,572.0,61.0,19.0,61.0,7.0,0.312,x,x,x,x,x,x,6.7277759804431705,9.277743532753954,6.582147584179026
224,Hitter,JaCoby Jones,552.0,62.0,16.0,58.0,12.0,0.299,x,x,x,x,x,x,6.685175150884564,9.218996099415472,6.5126714086982895
225,Hitter,A.J. Pollock,449.0,57.0,18.0,59.0,7.0,0.316,x,x,x,x,x,x,6.684461103547961,9.218011413231137,6.511506894331469
226,Hitter,Nick Ahmed,600.0,61.0,18.0,70.0,7.0,0.304,x,x,x,x,x,x,6.637416996928684,9.153136608063733,6.4347843365625135
227,Pitcher,Kirby Yates,x,x,x,x,x,x,65.0,0.0,32.0,89.0,3.21,1.09,6.614742164880668,9.140219126647615,6.419507801833537
228,Pitcher,Liam Hendriks,x,x,x,x,x,x,70.0,0.0,30.0,92.0,3.18,1.08,6.592386101363617,9.109327624868456,6.38297474368091
229,Pitcher,Madison Bumgarner,x,x,x,x,x,x,199.0,16.5,0.0,192.0,4.51,1.27,6.578463877501691,9.09008996243864,6.360223805727379
230,Hitter,Eric Thames,439.0,55.0,19.0,57.0,4.0,0.33,x,x,x,x,x,x,6.585998896598152,9.08222997425268,6.350928388252074
231,Pitcher,James Paxton,x,x,x,x,x,x,126.0,13.5,0.0,147.0,3.86,1.19,6.567312486818493,9.07468102405969,6.342000812041526
232,Pitcher,Hyun-Jin Ryu,x,x,x,x,x,x,186.0,16.5,0.0,165.0,4.26,1.26,6.5431579767706065,9.0413044374549,6.302528830779958
233,Hitter,Mauricio Dubon,556.0,55.0,14.0,58.0,13.0,0.305,x,x,x,x,x,x,6.543440418146244,9.023540943974501,6.28152128168272
234,Hitter,Domingo Santana,416.0,52.0,17.0,54.0,5.0,0.33799999999999997,x,x,x,x,x,x,6.5279777304353654,9.002217574806798,6.256303735077714
235,Hitter,Jake Lamb,463.0,54.0,18.0,58.0,3.0,0.336,x,x,x,x,x,x,6.512925794088023,8.981460640344663,6.231756068240549
236,Hitter,Travis Shaw,434.0,54.0,20.0,58.0,3.0,0.32899999999999996,x,x,x,x,x,x,6.501643483707655,8.965902098789435,6.213356150118375
237,Hitter,Victor Reyes,522.0,58.0,10.0,51.0,15.0,0.308,x,x,x,x,x,x,6.500914811212602,8.964897244206268,6.212167784101575
238,Pitcher,Jon Gray,x,x,x,x,x,x,186.0,16.5,0.0,190.0,4.32,1.32,6.487261851073476,8.96406743796686,6.211186434608892
239,Pitcher,Dylan Bundy,x,x,x,x,x,x,178.0,16.5,0.0,177.0,4.47,1.26,6.483253185966007,8.958528283669638,6.204635693000283
240,Pitcher,Miles Mikolas,x,x,x,x,x,x,192.0,16.5,0.0,153.0,4.2,1.25,6.456311858086234,8.921300885496601,6.160609646223752
241,Pitcher,Garrett Richards,x,x,x,x,x,x,165.0,15.0,0.0,171.0,3.9,1.33,6.434593932527045,8.891291159699406,6.125119398273664
242,Hitter,Gavin Lux,451.0,52.0,14.0,55.0,8.0,0.32799999999999996,x,x,x,x,x,x,6.441570761750348,8.883060561072597,6.1153856876753965
243,Pitcher,Lance McCullers Jr.,x,x,x,x,x,x,138.0,15.0,0.0,149.0,3.77,1.29,6.427427655454251,8.881388832271533,6.113408659626028
244,Pitcher,Jesus Luzardo,x,x,x,x,x,x,149.0,15.0,0.0,151.0,3.98,1.26,6.397916677622527,8.840610704069395,6.065183431224559
245,Hitter,Giovanny Urshela,550.0,64.0,18.0,70.0,2.0,0.311,x,x,x,x,x,x,6.391282465338351,8.81371195045211,6.033372296331912
246,Pitcher,Craig Kimbrel,x,x,x,x,x,x,65.0,0.0,35.0,90.0,3.58,1.2,6.378418790780261,8.813668617166735,6.0333210493111045
247,Pitcher,Jose Urquidy,x,x,x,x,x,x,168.0,16.5,0.0,164.0,4.48,1.24,6.370797102410837,8.803137004584553,6.020866102392169
248,Hitter,Nick Solak,424.0,51.0,15.0,55.0,5.0,0.33899999999999997,x,x,x,x,x,x,6.370472713192529,8.785014867798,5.999434412803002
249,Hitter,Alex Gordon,498.0,57.0,13.0,56.0,5.0,0.33399999999999996,x,x,x,x,x,x,6.341624467644123,8.745232534922167,5.952386836715916
250,Pitcher,Kenley Jansen,x,x,x,x,x,x,65.0,0.0,37.0,75.0,3.84,1.13,6.32513300353805,8.740038570886842,5.946244325694561
251,Hitter,Starlin Castro,502.0,58.0,15.0,66.0,3.0,0.324,x,x,x,x,x,x,6.337547510226347,8.739610325528448,5.945737872084962
252,Hitter,Christin Stewart,494.0,59.0,19.0,60.0,1.0,0.327,x,x,x,x,x,x,6.328539729980968,8.727188408514717,5.931047404140928
253,Hitter,Mitch Moreland,442.0,54.0,22.0,64.0,1.0,0.317,x,x,x,x,x,x,6.281074565301296,8.661732955491603,5.8536381577794145
254,Pitcher,Jake Odorizzi,x,x,x,x,x,x,172.0,18.0,0.0,179.0,4.59,1.31,6.260232032592665,8.650358719248405,5.8401867031662755
255,Hitter,Austin Hays,446.0,53.0,19.0,59.0,8.0,0.299,x,x,x,x,x,x,6.2676391312955335,8.643205211506213,5.831726787031123
256,Hitter,Maikel Franco,442.0,54.0,19.0,61.0,1.0,0.33,x,x,x,x,x,x,6.263789760204385,8.637896848408232,5.825448984833605
257,Hitter,David Fletcher,549.0,65.0,6.0,51.0,8.0,0.33299999999999996,x,x,x,x,x,x,6.260312739516077,8.633101964289324,5.81977843564492
258,Hitter,Willson Contreras,408.0,50.0,16.0,56.0,3.0,0.342,x,x,x,x,x,x,6.2449936151705066,8.611976571999552,5.794795021418682
259,Hitter,Steven Souza Jr.,376.0,49.0,17.0,51.0,6.0,0.33,x,x,x,x,x,x,6.23438177700578,8.597342625627137,5.777488552550715
260,Hitter,Tyler O'Neill,449.0,53.0,22.0,63.0,5.0,0.297,x,x,x,x,x,x,6.194669144879104,8.542578076844162,5.712722635383805
261,Pitcher,Marcus Stroman,x,x,x,x,x,x,179.0,16.5,0.0,154.0,3.9,1.35,6.161672679831414,8.514169876393538,5.679126391132121
262,Hitter,Hanser Alberto,582.0,63.0,12.0,61.0,6.0,0.315,x,x,x,x,x,x,6.140873073519194,8.468392171338715,5.624988538825123
263,Hitter,Buster Posey,518.0,56.0,11.0,56.0,2.0,0.34700000000000003,x,x,x,x,x,x,6.10980255026268,8.425545271108929,5.574316729181655
264,Hitter,Evan White,526.0,58.0,19.0,63.0,3.0,0.31,x,x,x,x,x,x,6.104305279484544,8.417964419939404,5.565351426082992
265,Hitter,Nick Markakis,462.0,53.0,11.0,57.0,1.0,0.355,x,x,x,x,x,x,6.075074723338738,8.377654872768261,5.517680353260535
266,Pitcher,Joe Musgrove,x,x,x,x,x,x,179.0,15.0,0.0,163.0,4.27,1.28,6.0331430211968655,8.336568208042769,5.469090241894503
267,Pitcher,Roberto Osuna,x,x,x,x,x,x,65.0,0.0,33.0,76.0,3.64,1.13,6.030636466326183,8.333104662495575,5.464994166805808
268,Hitter,Miguel Rojas,588.0,58.0,9.0,54.0,8.0,0.325,x,x,x,x,x,x,6.035378854126447,8.322913440394181,5.452941774133603
269,Pitcher,Kyle Hendricks,x,x,x,x,x,x,179.0,16.5,0.0,151.0,4.32,1.28,5.981397029083627,8.265065843316915,5.384529767390715
270,Hitter,Alex Dickerson,461.0,51.0,14.0,57.0,3.0,0.336,x,x,x,x,x,x,5.9880796190965135,8.25768680782217,5.375803136527423
271,Hitter,Brian Dozier,402.0,50.0,17.0,49.0,5.0,0.326,x,x,x,x,x,x,5.947387641164274,8.201571720727529,5.309440039170625
272,Hitter,Kevin Pillar,455.0,50.0,14.0,56.0,10.0,0.302,x,x,x,x,x,x,5.928850710584156,8.1760089064622,5.279208819375084
273,Pitcher,Joey Lucchesi,x,x,x,x,x,x,185.0,16.5,0.0,177.0,4.34,1.35,5.913878561834407,8.171769147788892,5.274194775342118
274,Hitter,Luis Urias,493.0,52.0,13.0,55.0,4.0,0.33299999999999996,x,x,x,x,x,x,5.914728606448383,8.156534230031921,5.25617758277101
275,Pitcher,Brad Hand,x,x,x,x,x,x,65.0,0.0,33.0,80.0,3.68,1.19,5.900625922050522,8.153456713439695,5.252538035123479
276,Pitcher,Taylor Rogers,x,x,x,x,x,x,65.0,0.0,31.0,77.0,3.44,1.16,5.8621053976740285,8.100229236858093,5.1895898977627635
277,Pitcher,Zac Gallen,x,x,x,x,x,x,145.0,13.5,0.0,159.0,4.21,1.28,5.827763284780365,8.052775469304356,5.1334698922675415
278,Pitcher,Johnny Cueto,x,x,x,x,x,x,182.0,15.0,0.0,156.0,4.2,1.3,5.817886377568073,8.03912760609765,5.117329589871294
279,Pitcher,Kevin Gausman,x,x,x,x,x,x,155.0,13.5,0.0,146.0,4.05,1.27,5.8165968128032475,8.037345691665507,5.115222253554732
280,Pitcher,Ken Giles,x,x,x,x,x,x,65.0,0.0,30.0,82.0,3.57,1.16,5.778651893043662,7.984913582794046,5.053214737825665
281,Pitcher,Jose Quintana,x,x,x,x,x,x,177.0,16.5,0.0,158.0,4.31,1.33,5.752474707669904,7.948742073085724,5.01043741100326
282,Pitcher,Masahiro Tanaka,x,x,x,x,x,x,183.0,16.5,0.0,160.0,4.54,1.29,5.71630547472931,7.898763599778783,4.951331625704921
283,Pitcher,Cole Hamels,x,x,x,x,x,x,164.0,15.0,0.0,160.0,4.25,1.33,5.659244464126021,7.819916967891743,4.8580856382336535
284,Pitcher,Mike Minor,x,x,x,x,x,x,201.0,16.5,0.0,186.0,4.64,1.33,5.651938605288359,7.809821767047919,4.846146802688313
285,Pitcher,Hector Neris,x,x,x,x,x,x,65.0,0.0,31.0,82.0,3.86,1.2,5.5745063383418385,7.7028262304536295,4.719611220559161
286,Pitcher,Josh Lindblom,x,x,x,x,x,x,178.0,15.0,0.0,174.0,4.62,1.3,5.545102560754148,7.6621962310366305,4.671561172942365
287,Pitcher,Julio Urias,x,x,x,x,x,x,127.0,13.5,0.0,134.0,3.99,1.3,5.4601244609806985,7.544773898686437,4.532694602879372
288,Pitcher,Caleb Smith,x,x,x,x,x,x,179.0,13.5,0.0,189.0,4.6,1.32,5.443111113164689,7.521264935942309,4.504892318963915
289,Pitcher,Steven Matz,x,x,x,x,x,x,159.0,15.0,0.0,153.0,4.36,1.32,5.438994989421314,7.515577295815292,4.498165974320762
290,Pitcher,Jose Leclerc,x,x,x,x,x,x,68.0,0.0,29.0,93.0,3.75,1.28,5.414554705160868,7.481805827768652,4.458226996446927
291,Pitcher,Raisel Iglesias,x,x,x,x,x,x,65.0,0.0,31.0,78.0,3.9,1.22,5.395076886304676,7.454891470713292,4.42639740854041
292,Pitcher,Nathan Eovaldi,x,x,x,x,x,x,143.0,15.0,0.0,136.0,4.27,1.31,5.335187269713915,7.3721362845842275,4.328529067632359
293,Pitcher,Shohei Ohtani,x,x,x,x,x,x,101.0,10.5,0.0,123.0,3.74,1.22,5.294053323571608,7.315297594290214,4.261310219138836
294,Pitcher,Nick Anderson,x,x,x,x,x,x,65.0,0.0,20.0,89.0,3.25,1.08,5.284995692366695,7.3027818027570515,4.24650873285385
295,Pitcher,Brandon Workman,x,x,x,x,x,x,68.0,0.0,32.0,82.0,3.89,1.32,5.2746296842933935,7.288458102316902,4.229569168539971
296,Pitcher,Griffin Canning,x,x,x,x,x,x,135.0,13.5,0.0,139.0,4.36,1.28,5.2157002861798665,7.207029741492984,4.133269964230639
297,Pitcher,Keone Kela,x,x,x,x,x,x,65.0,0.0,27.0,81.0,3.63,1.22,5.190202612961094,7.171797178434581,4.09160305906427
298,Pitcher,Archie Bradley,x,x,x,x,x,x,65.0,0.0,33.0,72.0,3.94,1.31,5.1680144593486395,7.141137693759533,4.055344390108336
299,Pitcher,Pablo Lopez,x,x,x,x,x,x,157.0,13.5,0.0,135.0,4.18,1.3,5.159984080743789,7.130041354962237,4.042221583924881
300,Pitcher,Anthony DeSclafani,x,x,x,x,x,x,153.0,13.5,0.0,151.0,4.51,1.29,5.129409493673026,7.087793536594159,3.9922582633878485
301,Pitcher,Mitch Keller,x,x,x,x,x,x,140.0,12.0,0.0,149.0,4.16,1.32,5.120848964995741,7.075964638959152,3.978269114907117
302,Pitcher,Luke Weaver,x,x,x,x,x,x,134.0,12.0,0.0,138.0,4.25,1.28,5.038474831706581,6.962140455058527,3.843657804672226
303,Pitcher,Kenta Maeda,x,x,x,x,x,x,154.0,15.0,0.0,156.0,4.66,1.33,5.029950441285626,6.950361493093495,3.8297277113565054
304,Pitcher,A.J. Puk,x,x,x,x,x,x,126.0,12.0,0.0,137.0,4.14,1.33,4.870948034151865,6.730652726426361,3.569894660614155
305,Pitcher,Mike Foltynewicz,x,x,x,x,x,x,181.0,15.0,0.0,170.0,4.73,1.35,4.837660337195077,6.684655945777546,3.5154977240621705
306,Pitcher,Dallas Keuchel,x,x,x,x,x,x,197.0,18.0,0.0,150.0,4.39,1.42,4.818144520976965,6.657689084148989,3.4836060429418123
307,Pitcher,Carlos Martinez,x,x,x,x,x,x,128.0,10.5,7.0,121.0,4.15,1.36,4.79250285098949,6.622257547043425,3.44170382611959
308,Pitcher,Joe Jimenez,x,x,x,x,x,x,65.0,0.0,29.0,76.0,4.2,1.27,4.77358031409179,6.596110475945881,3.41078164966613
309,Pitcher,Ian Kennedy,x,x,x,x,x,x,65.0,0.0,31.0,66.0,4.35,1.25,4.741303304477577,6.551510258239264,3.358036323176546
310,Pitcher,Rick Porcello,x,x,x,x,x,x,165.0,13.5,0.0,148.0,4.62,1.31,4.676553818595339,6.462039727937483,3.2522262492659735
311,Pitcher,Tony Watson,x,x,x,x,x,x,68.0,0.0,28.0,63.0,3.88,1.26,4.614196864256415,6.375875186293793,3.150325919749233
312,Pitcher,Jakob Junis,x,x,x,x,x,x,182.0,15.0,0.0,160.0,4.78,1.34,4.605426985726679,6.363757010032677,3.135994663172059
313,Pitcher,Kyle Gibson,x,x,x,x,x,x,174.0,15.0,0.0,157.0,4.45,1.41,4.580834654729867,6.32977544453201,3.0958072188248145
314,Pitcher,Sean Manaea,x,x,x,x,x,x,162.0,15.0,0.0,133.0,4.58,1.33,4.5707202523042865,6.315799411574031,3.079278814720446
315,Pitcher,Yonny Chirinos,x,x,x,x,x,x,135.0,12.0,0.0,118.0,4.27,1.28,4.564061816213783,6.3065988163896725,3.068397962073275
316,Pitcher,Giovanny Gallegos,x,x,x,x,x,x,65.0,0.0,21.0,77.0,3.71,1.17,4.542654243703626,6.277017934953159,3.0334148761277753
317,Pitcher,Alex Colome,x,x,x,x,x,x,65.0,0.0,31.0,65.0,4.24,1.33,4.531755441438634,6.261958022043942,3.015604648641263
318,Pitcher,Danny Duffy,x,x,x,x,x,x,184.0,15.0,0.0,159.0,4.73,1.36,4.479579258738526,6.1898612220200535,2.930341180172816
319,Pitcher,Alex Wood,x,x,x,x,x,x,119.0,12.0,0.0,103.0,4.06,1.29,4.460416001994834,6.16338152538917,2.89902563249257
320,Pitcher,Adrian Houser,x,x,x,x,x,x,155.0,13.5,0.0,145.0,4.45,1.38,4.4194069490339185,6.106715411896623,2.832010877615772
321,Pitcher,Marco Gonzales,x,x,x,x,x,x,193.0,15.0,0.0,147.0,4.62,1.35,4.40521149250865,6.087100197877757,2.8088134377648144
322,Pitcher,Jon Lester,x,x,x,x,x,x,176.0,15.0,0.0,158.0,4.73,1.38,4.373989384017563,6.043957637504106,2.7577919730833274
323,Pitcher,Mark Melancon,x,x,x,x,x,x,65.0,0.0,26.0,61.0,3.72,1.29,4.349189552002959,6.009689348088229,2.7172654419042646
324,Pitcher,Brendan McKay,x,x,x,x,x,x,92.0,9.0,0.0,101.0,3.91,1.22,4.314579500388451,5.9618653440898965,2.6607075855833653
325,Pitcher,Chris Bassitt,x,x,x,x,x,x,124.0,12.0,0.0,114.0,4.41,1.3,4.225282272660734,5.838474861363771,2.5147829324816735
326,Pitcher,Vince Velasquez,x,x,x,x,x,x,119.0,10.5,0.0,130.0,4.54,1.29,4.219460142052455,5.83042986909995,2.505268724583572
327,Pitcher,Michael Pineda,x,x,x,x,x,x,129.0,12.0,0.0,117.0,4.63,1.29,4.058568928891906,5.6081111592873025,2.2423490901784424
328,Pitcher,Brad Peacock,x,x,x,x,x,x,119.0,12.0,0.0,126.0,4.63,1.34,4.04138216736329,5.5843625743034435,2.214263423043814
329,Pitcher,Jeff Samardzija,x,x,x,x,x,x,191.0,13.5,0.0,153.0,4.75,1.35,4.031670601804094,5.570943179403195,2.198393312947893
330,Pitcher,Sean Newcomb,x,x,x,x,x,x,131.0,12.0,0.0,132.0,4.37,1.4,4.0181992950707235,5.5523285921077115,2.1763792391416215
331,Pitcher,Brandon Kintzler,x,x,x,x,x,x,65.0,0.0,27.0,54.0,4.0,1.33,3.9953631076645557,5.520773657431988,2.1390615887485827
332,Pitcher,Hansel Robles,x,x,x,x,x,x,65.0,0.0,23.0,71.0,4.21,1.27,3.9875052867924157,5.509915758085491,2.1262207669887156
333,Pitcher,Drew Smyly,x,x,x,x,x,x,121.0,10.5,0.0,123.0,4.46,1.32,3.9702819767284576,5.486116670510078,2.0980753742335185
334,Pitcher,Dustin May,x,x,x,x,x,x,102.0,10.5,0.0,89.0,4.07,1.27,3.9684512067671496,5.483586921322622,2.0950836299396585
335,Pitcher,Reynaldo Lopez,x,x,x,x,x,x,159.0,13.5,0.0,148.0,4.97,1.35,3.9052837377778333,5.396302414406624,1.9918588016428134
336,Pitcher,Yusei Kikuchi,x,x,x,x,x,x,173.0,13.5,0.0,141.0,4.74,1.37,3.7931356412148323,5.24133671027615,1.808592506558368
337,Pitcher,Sean Doolittle,x,x,x,x,x,x,60.0,0.0,19.0,66.0,4.07,1.2,3.7346477426852087,5.160518411468348,1.713014776759113
338,Pitcher,Wade Miley,x,x,x,x,x,x,147.0,13.5,0.0,129.0,4.47,1.44,3.690542933873159,5.099574597328269,1.6409411067271666
339,Pitcher,Aaron Civale,x,x,x,x,x,x,148.0,13.5,0.0,116.0,4.81,1.33,3.6823400870110263,5.088239942716894,1.6275364623360475
340,Pitcher,Adam Wainwright,x,x,x,x,x,x,145.0,12.0,0.0,123.0,4.45,1.39,3.6500158705069015,5.04357449475529,1.5747139929248875
341,Pitcher,Eric Lauer,x,x,x,x,x,x,148.0,13.5,0.0,135.0,4.79,1.4,3.6473535382121525,5.039895696707627,1.5703633548766691
342,Pitcher,Mike Leake,x,x,x,x,x,x,175.0,13.5,0.0,119.0,4.7,1.34,3.588300095101256,4.958295931098872,1.4738614430066441
343,Pitcher,Nick Pivetta,x,x,x,x,x,x,93.0,7.5,0.0,102.0,4.18,1.27,3.5714770571431482,4.935049937607334,1.446370153068293
344,Pitcher,Spencer Turnbull,x,x,x,x,x,x,139.0,12.0,0.0,127.0,4.65,1.39,3.533000103035686,4.881882666215357,1.3834932158618967
345,Pitcher,Martin Perez,x,x,x,x,x,x,162.0,15.0,0.0,126.0,4.62,1.44,3.525266464489307,4.8711963614134115,1.3708553260772813
346,Pitcher,Will Smith,x,x,x,x,x,x,65.0,0.0,8.0,84.0,3.38,1.16,3.4956205483807126,4.830231776144855,1.3224095889126442
347,Pitcher,Jake Arrieta,x,x,x,x,x,x,168.0,13.5,0.0,139.0,4.75,1.41,3.473980626228604,4.800329835082965,1.28704680987069
348,Pitcher,J.A. Happ,x,x,x,x,x,x,114.0,10.5,0.0,108.0,4.66,1.32,3.46342479967651,4.7857438443755305,1.2697970545645973
349,Pitcher,Dylan Cease,x,x,x,x,x,x,108.0,10.5,0.0,115.0,4.52,1.41,3.3467770892881576,4.62456059535459,1.0791777362871142
350,Pitcher,Ryan Yarbrough,x,x,x,x,x,x,121.0,10.5,0.0,98.0,4.53,1.32,3.3320198766225135,4.6041691493843055,1.0550623052286245
351,Pitcher,Sandy Alcantara,x,x,x,x,x,x,188.0,13.5,0.0,157.0,4.76,1.45,3.271794301249052,4.520949737014088,0.9566449588243221
352,Pitcher,Mychal Givens,x,x,x,x,x,x,65.0,0.0,14.0,76.0,4.0,1.26,3.264116443409109,4.5103405097258475,0.9440982228240288
353,Pitcher,Tanner Roark,x,x,x,x,x,x,181.0,13.5,0.0,153.0,5.15,1.38,3.213887969818817,4.4409350448462375,0.9384646283197189
354,Pitcher,Matt Shoemaker,x,x,x,x,x,x,145.0,12.0,0.0,128.0,5.03,1.36,3.1771487512863015,4.390168968171041,0.8731030718132701
355,Pitcher,Anibal Sanchez,x,x,x,x,x,x,163.0,13.5,0.0,140.0,5.06,1.4,3.1650072976859414,4.373391965582412,0.8515026040496994
356,Pitcher,Jose Urena,x,x,x,x,x,x,149.0,10.5,0.0,119.0,4.55,1.38,3.156424722961177,4.361532604824307,1.0
357,Pitcher,Jordan Yamamoto,x,x,x,x,x,x,135.0,10.5,0.0,128.0,4.72,1.4,3.1482943552807194,4.3502981015999564,1.0
358,Pitcher,Brad Keller,x,x,x,x,x,x,182.0,15.0,0.0,137.0,4.74,1.47,3.0721505207461517,4.245082914758021,1.0
359,Pitcher,Daniel Norris,x,x,x,x,x,x,147.0,12.0,0.0,127.0,4.93,1.39,3.0596492860424,4.2278087683593,1.0
